"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g14580"	4.7770008496154e-47	8.25986874178954e-45	NA	2005	NA	NA	NA	NA	NA	NA	NA	NA	"A0A315V8K1_GAMAFIntegrase catalytic domain-containing protein (Fragment) OS=Gambusia affinis OX=33528 GN=CCH79_00020792 PE=4 SV=1"	2005	5	0	58.81	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	2003	"G3DSA:1.10.340.70 (GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR040676 (PFAM); IPR008042 (PFAM); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); cd01644 (CDD); IPR043502 (SUPERFAMILY)"	"F:GO:0003676"	"F:nucleic acid binding"	"XP_033119843.1"	2005	1	0	43.3	NA	NA	NA	NA	NA
"Pver_gene_g18882"	1.94316211417285e-45	3.07991195096397e-43	NA	457	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R956_STYPISAP domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23163 PE=4 SV=1"	457	5	2.11e-75	62.34	NA	NA	NA	NA	NA	457	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_027040971.1"	457	1	7.4e-80	90.24	NA	NA	NA	NA	NA
"Pver_gene_g20911"	4.12367861476461e-44	6.03325901944791e-42	NA	789	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SDI7_STYPIDED domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene8720 PE=4 SV=1"	789	5	0	84.61	2	"P:GO:0042981; F:GO:0046872"	"P:regulation of apoptotic process; F:metal ion binding"	NA	NA	788	"Coil (COILS); Coil (COILS); PTHR37162:SF1 (PANTHER); PTHR37162 (PANTHER); IPR012337 (SUPERFAMILY)"	NA	NA	"XP_015759403.1"	789	1	0	78.87	NA	NA	NA	NA	NA
"Pver_gene_g19018"	9.24784334556139e-44	1.25638557451841e-41	"POL3_DROMERetrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	822	5	1.13e-16	45.15	2	"P:GO:0090304; F:GO:0016787"	"P:nucleic acid metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	821	"Coil (COILS); G3DSA:1.10.340.70 (GENE3D); IPR000477 (PFAM); IPR041588 (PFAM); IPR041577 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072 (PANTHER); cd01650 (CDD); cd09274 (CDD); IPR012337 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_029180981.1"	822	1	2.3e-177	36.22	NA	NA	NA	NA	NA
"Pver_gene_g23362"	1.52002807145391e-43	1.92739559460356e-41	"AGRE2_CANLFAdhesion G protein-coupled receptor E2 OS=Canis lupus familiaris OX=9615 GN=ADGRE2 PE=2 SV=2"	1985	5	6.41e-24	51.93	5	"P:GO:0002376; P:GO:0007165; P:GO:0016477; F:GO:0005488; C:GO:0031256"	"P:immune system process; P:signal transduction; P:cell migration; F:binding; C:leading edge membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1984	"IPR002350 (SMART); IPR001304 (SMART); IPR001881 (SMART); IPR000742 (SMART); IPR002350 (PFAM); IPR016186 (G3DSA:3.10.100.GENE3D); IPR037221 (G3DSA:2.60.40.GENE3D); IPR019019 (PFAM); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.10.25.10 (GENE3D); G3DSA:2.10.25.10 (GENE3D); IPR001304 (PFAM); IPR001881 (PFAM); G3DSA:3.30.60.30 (GENE3D); PTHR22803 (PANTHER); IPR018378 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR018097 (PROSITE_PATTERNS); IPR000742 (PROSITE_PATTERNS); IPR018097 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR000742 (PROSITE_PATTERNS); IPR000152 (PROSITE_PATTERNS); IPR018378 (PROSITE_PATTERNS); IPR000742 (PROSITE_PROFILES); IPR002350 (PROSITE_PROFILES); IPR002350 (PROSITE_PROFILES); IPR001304 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR001304 (PROSITE_PROFILES); cd00054 (CDD); cd00054 (CDD); cd00054 (CDD); cd00104 (CDD); cd00104 (CDD); IPR036058 (SUPERFAMILY); IPR009030 (SUPERFAMILY); IPR016187 (SUPERFAMILY); IPR037221 (SUPERFAMILY); IPR016187 (SUPERFAMILY); IPR036058 (SUPERFAMILY); IPR037221 (SUPERFAMILY)"	"P:GO:0007155; F:GO:0005509; F:GO:0005515; F:GO:0030246"	"P:cell adhesion; F:calcium ion binding; F:protein binding; F:carbohydrate binding"	"PFX17237.1"	1985	1	0	45.25	6	"P:GO:0006897; P:GO:0007155; F:GO:0005044; F:GO:0005509; F:GO:0030246; C:GO:0016020"	"P:endocytosis; P:cell adhesion; F:scavenger receptor activity; F:calcium ion binding; F:carbohydrate binding; C:membrane"	NA	NA
"Pver_gene_g21328"	1.68335247792837e-43	2.00108525813735e-41	"ZMYM1_HUMANZinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1"	404	3	2.11e-29	48.98	1	"F:GO:0005488"	"F:binding"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403	"Coil (COILS); IPR006580 (SMART); IPR025398 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45749:SF8 (PANTHER); PTHR45749 (PANTHER)"	NA	NA	"XP_029203455.1"	404	1	9.7e-201	97.84	NA	NA	NA	NA	NA
"Pver_gene_g22383"	2.21683257703215e-43	2.48024444795009e-41	NA	225	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4S9D2_STYPIGag-Pol polyprotein OS=Stylophora pistillata OX=50429 GN=gag-pol PE=4 SV=1"	225	5	1.14e-118	86.26	5	"P:GO:0015074; P:GO:0016567; F:GO:0003676; F:GO:0004842; F:GO:0008270"	"P:DNA integration; P:protein ubiquitination; F:nucleic acid binding; F:ubiquitin-protein transferase activity; F:zinc ion binding"	"EC:2"	"Transferases"	225	"IPR001584 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR012337 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	"XP_015770723.1"	225	1	6.6e-106	81.33	NA	NA	NA	NA	NA
"Pver_gene_g16468"	2.23759415971045e-41	2.36439116209404e-39	NA	442	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4RDL9_STYPIUbiquitin thioesterase otu2 OS=Stylophora pistillata OX=50429 GN=otu2 PE=4 SV=1"	442	5	4.63e-115	69.56	NA	NA	NA	NA	NA	441	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_027053706.1"	442	1	3.7e-84	78.35	NA	NA	NA	NA	NA
"Pver_gene_g1162"	8.54092868172979e-41	8.54991913297372e-39	NA	514	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6UEK9_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00024117 PE=4 SV=1"	514	5	4.98e-179	84.27	2	"P:GO:0035821; F:GO:0090729"	"P:modulation of process of other organism; F:toxin activity"	NA	NA	513	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"XP_027036563.1"	514	1	8.1e-168	86.25	NA	NA	NA	NA	NA
"Pver_gene_g20525"	2.22339951930411e-40	2.11445294285821e-38	NA	604	NA	NA	NA	NA	NA	NA	NA	NA	"A0A432I5M7_9GAMMUncharacterized protein OS=Gammaproteobacteria bacterium OX=1913989 GN=DSY43_04430 PE=4 SV=1"	604	5	0	71.62	NA	NA	NA	NA	NA	603	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"RUA05530.1"	604	1	3.2e-184	56.83	NA	NA	NA	NA	NA
"Pver_gene_g6852"	8.0164140313222e-39	7.26058070836896e-37	"HMCN2_MOUSEHemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1"	2308	5	1.72e-60	41.45	1	"C:GO:0071944"	"C:cell periphery"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2307	"Coil (COILS); Coil (COILS); PR01832 (PRINTS); IPR001190 (PRINTS); IPR003599 (SMART); IPR017448 (SMART); IPR013106 (SMART); IPR003598 (SMART); IPR013783 (G3DSA:2.60.40.GENE3D); G3DSA:3.30.200.20 (GENE3D); PF13927 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR025048 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR001190 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR036772 (G3DSA:3.10.250.GENE3D); IPR013098 (PFAM); IPR013783 (G3DSA:2.60.40.GENE3D); IPR013783 (G3DSA:2.60.40.GENE3D); IPR036772 (G3DSA:3.10.250.GENE3D); mobidb-lite (MOBIDB_LITE); IPR043204 (PANTHER); PTHR10075:SF14 (PANTHER); IPR043204 (PANTHER); IPR043204 (PANTHER); PTHR10075:SF14 (PANTHER); PTHR10075:SF14 (PANTHER); PTHR10075:SF14 (PANTHER); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR000884 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); IPR001190 (PROSITE_PROFILES); IPR001190 (PROSITE_PROFILES); IPR001584 (PROSITE_PROFILES); IPR007110 (PROSITE_PROFILES); cd00096 (CDD); cd00096 (CDD); IPR036179 (SUPERFAMILY); IPR036772 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036772 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR036179 (SUPERFAMILY); IPR012337 (SUPERFAMILY)"	"P:GO:0007155; P:GO:0007411; P:GO:0015074; F:GO:0003676; F:GO:0005044; F:GO:0005515; C:GO:0005886; C:GO:0016020"	"P:cell adhesion; P:axon guidance; P:DNA integration; F:nucleic acid binding; F:scavenger receptor activity; F:protein binding; C:plasma membrane; C:membrane"	"XP_022777681.1"	2308	1	1.3e-236	44.06	NA	NA	NA	NA	NA
"Pver_gene_g25550"	1.65090575553435e-38	1.42728306683015e-36	"ZMYM1_HUMANZinc finger MYM-type protein 1 OS=Homo sapiens OX=9606 GN=ZMYM1 PE=1 SV=1"	234	1	5.35e-12	39.93	4	"F:GO:0008270; F:GO:0046872; F:GO:0046983; C:GO:0005634"	"F:zinc ion binding; F:metal ion binding; F:protein dimerization activity; C:nucleus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	234	"IPR012337 (SUPERFAMILY)"	NA	NA	"PFX22036.1"	234	1	3.3e-124	86.03	2	"F:GO:0003677; F:GO:0046872"	"F:DNA binding; F:metal ion binding"	NA	NA
"Pver_gene_g22397"	8.32799504365811e-38	6.88688981436423e-36	"POL5_DROMERetrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	194	5	1.21e-20	55.29	2	"P:GO:0090304; F:GO:0016787"	"P:nucleic acid metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	194	"IPR041373 (PFAM); PTHR24559:SF324 (PANTHER); PTHR24559 (PANTHER); cd09274 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_029180087.1"	194	1	3.3e-61	68.99	NA	NA	NA	NA	NA
"Pver_gene_g17189"	1.98082119152777e-36	1.56980079428576e-34	"RTBS_DROMEProbable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster OX=7227 GN=RTase PE=2 SV=1"	899	5	5.87e-38	43.59	1	"F:GO:0016740"	"F:transferase activity"	"EC:2"	"Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	898	"IPR000477 (PFAM); G3DSA:3.40.50.12690 (GENE3D); IPR036691 (G3DSA:3.60.10.GENE3D); PTHR33332 (PANTHER); PTHR33332:SF29 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01650 (CDD); IPR043502 (SUPERFAMILY); SSF52266 (SUPERFAMILY); IPR036691 (SUPERFAMILY)"	NA	NA	"KXJ08807.1"	899	1	5.5e-305	58.84	NA	NA	NA	NA	NA
"Pver_gene_g19236"	6.03471954446816e-36	4.59121462943138e-34	"MRC1_MOUSEMacrophage mannose receptor 1 OS=Mus musculus OX=10090 GN=Mrc1 PE=1 SV=2"	721	5	2.06e-08	42.33	2	"P:GO:0009987; C:GO:0110165"	"P:cellular process; C:cellular anatomical entity"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	720	"IPR001304 (SMART); IPR016186 (G3DSA:3.10.100.GENE3D); IPR001304 (PFAM); IPR016186 (G3DSA:3.10.100.GENE3D); IPR016186 (G3DSA:3.10.100.GENE3D); PTHR22803 (PANTHER); PTHR22803:SF110 (PANTHER); PTHR22803 (PANTHER); PTHR22803 (PANTHER); PTHR22803:SF110 (PANTHER); PTHR22803:SF110 (PANTHER); IPR001304 (PROSITE_PROFILES); IPR001304 (PROSITE_PROFILES); IPR001304 (PROSITE_PROFILES); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); cd00037 (CDD); cd00037 (CDD); cd00037 (CDD); IPR016187 (SUPERFAMILY); IPR016187 (SUPERFAMILY); IPR016187 (SUPERFAMILY); IPR016187 (SUPERFAMILY)"	NA	NA	"XP_027060620.1"	721	1	7.9e-145	90.44	NA	NA	NA	NA	NA
"Pver_gene_g22425"	1.38020083222528e-35	1.00966999342019e-33	"POL2_DROMERetrovirus-related Pol polyprotein from transposon 297 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	217	5	4.29e-42	57.02	7	"P:GO:0006259; F:GO:0003676; F:GO:0004518; F:GO:0016779; F:GO:0043167; F:GO:0140640; C:GO:0005634"	"P:DNA metabolic process; F:nucleic acid binding; F:nuclease activity; F:nucleotidyltransferase activity; F:ion binding; F:catalytic activity, acting on a nucleic acid; C:nucleus"	"EC:3.1; EC:2.7.7"	"Acting on ester bonds; Transferring phosphorus-containing groups"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	217	"IPR000477 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); G3DSA:3.10.10.10 (GENE3D); PTHR24559:SF363 (PANTHER); PTHR24559 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01647 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX21789.1"	217	1	4.4e-99	88.89	2	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	NA	NA
"Pver_gene_g21811"	2.1989381409798e-34	1.54902975709021e-32	NA	268	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9I2B8_PARCTRNA-directed DNA polymerase from transposon BS OS=Paramuricea clavata OX=317549 GN=PACLA_6A023821 PE=4 SV=1"	268	5	5.16e-78	64.13	4	"P:GO:0006278; F:GO:0003676; F:GO:0003964; F:GO:0008270"	"P:RNA-dependent DNA biosynthetic process; F:nucleic acid binding; F:RNA-directed DNA polymerase activity; F:zinc ion binding"	NA	NA	267	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER)"	NA	NA	"XP_015773042.1"	268	1	1.9e-75	56.06	NA	NA	NA	NA	NA
"Pver_gene_g22382"	4.30091239768822e-34	2.92154835014393e-32	NA	226	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4S9D2_STYPIGag-Pol polyprotein OS=Stylophora pistillata OX=50429 GN=gag-pol PE=4 SV=1"	226	5	9.78e-100	83.16	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	226	"IPR040676 (PFAM); PTHR22955 (PANTHER)"	NA	NA	"PFX26491.1"	226	1	4.8e-80	92.64	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g15129"	6.61295291226425e-32	4.33718497900917e-30	"PIF1_SCHPOATP-dependent DNA helicase pfh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pfh1 PE=1 SV=1"	2428	5	3.48e-26	43.73	4	"P:GO:0009987; F:GO:0004386; F:GO:0008094; C:GO:0043231"	"P:cellular process; F:helicase activity; F:ATP-dependent activity, acting on DNA; C:intracellular membrane-bounded organelle"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2427	"IPR036691 (G3DSA:3.60.10.GENE3D); G3DSA:3.90.70.80 (GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR010285 (PFAM); G3DSA:2.40.50.140 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47642 (PANTHER); cd04491 (CDD); IPR038765 (SUPERFAMILY); IPR012340 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR036691 (SUPERFAMILY)"	"P:GO:0000723; P:GO:0006281; F:GO:0003678"	"P:telomere maintenance; P:DNA repair; F:DNA helicase activity"	"XP_028519133.1"	2428	1	0	49.36	NA	NA	NA	NA	NA
"Pver_gene_g26663"	1.582955224531e-31	1.00359361235265e-29	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	1992	1	1.15e-14	67.03	1	"F:GO:0003824"	"F:catalytic activity"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1991	"IPR001878 (SMART); IPR036691 (G3DSA:3.60.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR46486 (PANTHER); IPR036691 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"RMX41859.1"	1992	1	6.8e-138	59.8	2	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	NA	NA
"Pver_gene_g21139"	1.46007990041959e-30	8.95829667934858e-29	"POL4_DROMERetrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster OX=7227 GN=POL PE=4 SV=1"	743	5	1.5e-37	50.43	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	743	"IPR000477 (PFAM); IPR021109 (G3DSA:2.40.70.GENE3D); G3DSA:3.10.10.10 (GENE3D); IPR018061 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072:SF9 (PANTHER); PTHR34072:SF9 (PANTHER); PTHR34072 (PANTHER); PTHR34072 (PANTHER); PTHR34072 (PANTHER); PTHR34072:SF9 (PANTHER); IPR000477 (PROSITE_PROFILES); cd05481 (CDD); cd01647 (CDD); IPR021109 (SUPERFAMILY); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_015759420.1"	743	1	2.3e-187	59.46	NA	NA	NA	NA	NA
"Pver_gene_g18399"	9.91499857071702e-28	5.89322727546993e-26	NA	961	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R5D9_STYPIUncharacterized protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23123 PE=4 SV=1"	961	5	0	98.73	NA	NA	NA	NA	NA	960	"Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX16677.1"	961	1	4.5e-297	55.91	NA	NA	NA	NA	NA
"Pver_gene_g16862"	3.31650969514818e-27	1.91151558793086e-25	"YTX2_XENLATransposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1"	952	4	3.16e-72	47.95	3	"P:GO:0006259; F:GO:0004518; F:GO:0016740"	"P:DNA metabolic process; F:nuclease activity; F:transferase activity"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	951	"Coil (COILS); IPR001878 (SMART); G3DSA:4.10.60.10 (GENE3D); IPR001878 (PFAM); IPR036691 (G3DSA:3.60.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR25952 (PANTHER); PTHR25952:SF241 (PANTHER); IPR001878 (PROSITE_PROFILES); cd09076 (CDD); IPR036691 (SUPERFAMILY); IPR036875 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"RMX45634.1"	952	1	1.4e-213	87.44	1	"F:GO:0003824"	"F:catalytic activity"	NA	NA
"Pver_gene_g23615"	5.45691770437308e-25	3.05266396285812e-23	"CFDP2_BOVINCraniofacial development protein 2 OS=Bos taurus OX=9913 GN=CFDP2 PE=1 SV=2"	1025	5	1.65e-23	44.99	1	"F:GO:0003824"	"F:catalytic activity"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1024	"IPR036691 (G3DSA:3.60.10.GENE3D); IPR000477 (PFAM); PTHR47027:SF10 (PANTHER); PTHR47027 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01650 (CDD); IPR043502 (SUPERFAMILY); IPR036691 (SUPERFAMILY)"	NA	NA	"XP_032229350.1"	1025	1	4.1e-304	64.13	NA	NA	NA	NA	NA
"Pver_gene_g14764"	2.23040696243468e-24	1.17839834515299e-22	"SPF45_MOUSESplicing factor 45 OS=Mus musculus OX=10090 GN=Rbm17 PE=1 SV=1"	1523	5	9.68e-45	68.88	9	"P:GO:0000381; P:GO:0001558; P:GO:0006376; P:GO:0008285; P:GO:0045926; F:GO:0003676; F:GO:0005515; C:GO:0005681; C:GO:0009536"	"P:regulation of alternative mRNA splicing, via spliceosome; P:regulation of cell growth; P:mRNA splice site selection; P:negative regulation of cell population proliferation; P:negative regulation of growth; F:nucleic acid binding; F:protein binding; C:spliceosomal complex; C:plastid"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1522	"IPR003954 (SMART); IPR000467 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR012677 (G3DSA:3.30.70.GENE3D); PF13604 (PFAM); IPR000467 (PFAM); IPR025476 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47642 (PANTHER); IPR000467 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)"	"F:GO:0003676"	"F:nucleic acid binding"	"KXJ06728.1"	1523	1	5.1e-194	48.97	NA	NA	NA	NA	NA
"Pver_gene_g22207"	2.18532485795579e-24	1.17839834515299e-22	NA	264	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SIX4_STYPIPro-Pol polyprotein OS=Stylophora pistillata OX=50429 GN=pol PE=4 SV=1"	264	5	7.21e-128	75.52	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	264	"IPR001878 (SMART); G3DSA:4.10.60.10 (GENE3D); IPR005312 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"PFX28395.1"	264	1	1.6e-103	90.38	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
